Title,URL,Filename
46. Kenali Permainan Tradisional Masyarakat Sarawak,https://www.rakansarawak.com/v3/2023/10/29/kenali-permainan-tradisional-masyarakat-sarawak/,46. Kenali Permainan Tradisional Masyarakat Sarawak.txt
48. pakaian tradisional Melanau | Maruwiah Ahmat,https://maruwiah.wordpress.com/tag/pakaian-tradisional-melanau/,48. pakaian tradisional Melanau  Maruwiah Ahmat.txt
"49. UNIT PROMOSI,INOVASI DAN MEDIA: PAKAIAN TRADISIONAL ETNIK DI SARAWAK",https://upimbtpnsarawak.blogspot.com/2010/02/pakaian-tradisional-etnik-di-sarawak.html,49. UNIT PROMOSIINOVASI DAN MEDIA PAKAIAN TRADISIONAL ETNIK DI SARAWAK.txt
"50. UNIT PROMOSI,INOVASI DAN MEDIA: ALAT MUZIK TRADISIONAL SARAWAK",https://upimbtpnsarawak.blogspot.com/2010/02/alat-muzik-tradisional-sarawak.html,50. UNIT PROMOSIINOVASI DAN MEDIA ALAT MUZIK TRADISIONAL SARAWAK.txt
51. Iban,https://ms.wikipedia.org/wiki/Iban,51. Iban.txt
52. Kampung Budaya Sarawak :): Kaum Iban,https://kpgbudayasarawak.blogspot.com/2013/07/kaum-iban.html,52. Kampung Budaya Sarawak ) Kaum Iban.txt
53. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1050/pengenalan,53. Perincian Seni Budaya.txt
54. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1053/pengenalan,54. Perincian Seni Budaya.txt
56. PERAYAAN – KAUM IBAN,https://kaumibandimalaysia.wordpress.com/2017/06/05/perayaan/,56. PERAYAAN  KAUM IBAN.txt
57. makanan tradisional masyarakat iban | story of an iban,https://ibans502sivik.wordpress.com/2017/06/23/makanan-tradisional-masyarakat-iban/,57. makanan tradisional masyarakat iban  story of an iban.txt
58. MENGENALI MAKANAN TRAADISIONAL IBAN : Mengenali Makanan Tradisional Iban,http://mengenalimakanantradisionaliban.blogspot.com/2017/08/mengenali-makanan-tradisional-iban.html,58. MENGENALI MAKANAN TRAADISIONAL IBAN  Mengenali Makanan Tradisional Iban.txt
59. BATAK LAMPUNG PERMAINAN TRADISIONAL IBAN | Suara Sarawak,https://suarasarawak.my/batak-lampung-permainan-tradisional-iban/,59. BATAK LAMPUNG PERMAINAN TRADISIONAL IBAN  Suara Sarawak.txt
60. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/707/pengenalan,60. Perincian Seni Budaya.txt
61. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1084/pengenalan,61. Perincian Seni Budaya.txt
62. Pakaian Tradisional Iban | Tebilang Enda Berupai,https://tebilangendaberupai2012.wordpress.com/pakaian-tradisional-iban/,62. Pakaian Tradisional Iban  Tebilang Enda Berupai.txt
63. Ngepan Iban,https://ms.wikipedia.org/wiki/Ngepan_Iban,63. Ngepan Iban.txt
64. Ngajat,https://ms.wikipedia.org/wiki/Ngajat,64. Ngajat.txt
65. Kampung Budaya Sarawak :): Tarian Kaum Iban,https://kpgbudayasarawak.blogspot.com/2013/07/tarian-kaum-iban.html,65. Kampung Budaya Sarawak ) Tarian Kaum Iban.txt
66. Suku Bidayuh,https://ms.wikipedia.org/wiki/Suku_Bidayuh,66. Suku Bidayuh.txt
70. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1049/pengenalan,70. Perincian Seni Budaya.txt
71. Pesta Bung Bratak Menyingkap Peristiwa Penting Sejarah Dan Warisan Masyarakat Bidayuh Jagoi,https://www.rakansarawak.com/v3/2023/02/16/pesta-bung-bratak-menyingkap-peristiwa-penting-sejarah-dan-warisan-masyarakat-bidayuh-jagoi/,71. Pesta Bung Bratak Menyingkap Peristiwa Penting Sejarah Dan Warisan Masyarakat Bidayuh Jagoi.txt
"72. Transformasi Budaya Dalam Busana Langgie Pingadap: Kajian Kes Di Kampung Rayang Serian, Sarawak",https://museum.sarawak.gov.my/web/subpage/webpage_view/335,72. Transformasi Budaya Dalam Busana Langgie Pingadap Kajian Kes Di Kampung Rayang Serian Sarawak.txt
73. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1090/pengenalan,73. Perincian Seni Budaya.txt
74. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1097/pengenalan,74. Perincian Seni Budaya.txt
75. Ketahui 5 Jenis Makanan Kaum Bidayuh Yang Sedap Dan 'Underrated' Di Sarawak,https://www.iloveborneo.my/ketahui-5-jenis-makanan-kaum-bidayuh-yang-sedap-dan-underrated-di-sarawak/,75. Ketahui 5 Jenis Makanan Kaum Bidayuh Yang Sedap Dan Underrated Di Sarawak.txt
76. Melanau,https://ms.wikipedia.org/wiki/Melanau,76. Melanau.txt
77. Adat Dan Budaya Etnik Di Malaysia: MASYARAKAT MELANAU,https://bmpengurusan2010.blogspot.com/2010/09/masyarakat-melanau.html,77. Adat Dan Budaya Etnik Di Malaysia MASYARAKAT MELANAU.txt
78. Adat Resam Dan Budaya Kaum Melanau Di Sarawak,https://masyarakatsabahdansarawak.blogspot.com/2018/02/adat-resam-dan-budaya-kaum-melanau-di.html,78. Adat Resam Dan Budaya Kaum Melanau Di Sarawak.txt
80. Realiti Kehidupan Kaum Melanau di Sarawak,https://dewanbudaya.jendeladbp.my/2023/05/18/5466/,80. Realiti Kehidupan Kaum Melanau di Sarawak.txt
82. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/704/pengenalan,82. Perincian Seni Budaya.txt
83. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/1085/pengenalan,83. Perincian Seni Budaya.txt
85. PISA’ TIBOW Permainan Masyarakat Melanau,https://www.iloveborneo.my/pisa-tibow-permainan-masyarakat-melanau/,85. PISA TIBOW Permainan Masyarakat Melanau.txt
87. Orang Melayu Malaysia,https://ms.wikipedia.org/wiki/Orang_Melayu_Malaysia,87. Orang Melayu Malaysia.txt
88. Orang Melayu,https://ms.wikipedia.org/wiki/Orang_Melayu,88. Orang Melayu.txt
89. Kaum Melayu,https://ms.wikipedia.org/wiki/Kaum_Melayu,89. Kaum Melayu.txt
90. Melayu,https://ms.wikipedia.org/wiki/Melayu,90. Melayu.txt
91. SEJARAH PAKAIAN TRADISIONAL MELAYU,https://www.omarali.com.my/sejarah-pakaian-tradisional-melayu/,91. SEJARAH PAKAIAN TRADISIONAL MELAYU.txt
92. Baju tradisional Melayu,https://ms.wikipedia.org/wiki/Baju_tradisional_Melayu,92. Baju tradisional Melayu.txt
93. Baju Melayu,https://ms.wikipedia.org/wiki/Baju_Melayu,93. Baju Melayu.txt
94. Baju kebaya,https://ms.wikipedia.org/wiki/Baju_kebaya,94. Baju kebaya.txt
95. Baju kurung,https://ms.wikipedia.org/wiki/Baju_Kurung,95. Baju kurung.txt
96. Sarung,https://ms.wikipedia.org/wiki/Sarung,96. Sarung.txt
97. Pelikat,https://ms.wikipedia.org/wiki/Pelikat,97. Pelikat.txt
98. Kain Pelikat,https://ecentral.my/kain-pelikat/,98. Kain Pelikat.txt
99. Kenali Makanan Tempatan Melayu Yang Popular Di Malaysia,https://craftla.co/blog/makanan-tempatan-orang-melayu/,99. Kenali Makanan Tempatan Melayu Yang Popular Di Malaysia.txt
100. 30 Makanan Tradisional Melayu Paling Popular di Malaysia,https://cariblogger.com/makanan-tradisional-melayu/,100. 30 Makanan Tradisional Melayu Paling Popular di Malaysia.txt
102. Belacan,https://ms.wikipedia.org/wiki/Belacan,102. Belacan.txt
103. Kuih koci,https://ms.wikipedia.org/wiki/Kuih_koci,103. Kuih koci.txt
104. Keropok lekor,https://ms.wikipedia.org/wiki/Keropok_lekor,104. Keropok lekor.txt
105. Sate,https://ms.wikipedia.org/wiki/Sate,105. Sate.txt
106. Nasi lemak,https://ms.wikipedia.org/wiki/Nasi_lemak,106. Nasi lemak.txt
107. Nasi kerabu,https://ms.wikipedia.org/wiki/Nasi_kerabu,107. Nasi kerabu.txt
108. Nasi dagang,https://ms.wikipedia.org/wiki/Nasi_dagang,108. Nasi dagang.txt
109. Nasi kandar,https://ms.wikipedia.org/wiki/Nasi_kandar,109. Nasi kandar.txt
110. Nasi Tupe,https://ms.wikipedia.org/wiki/Nasi_Tupe,110. Nasi Tupe.txt
111. Nasi campur,https://ms.wikipedia.org/wiki/Nasi_campur,111. Nasi campur.txt
112. Nasi ulam,https://ms.wikipedia.org/wiki/Nasi_ulam,112. Nasi ulam.txt
113. Keropok keping,https://ms.wikipedia.org/wiki/Keropok_keping,113. Keropok keping.txt
114. Budu,https://ms.wikipedia.org/wiki/Budu,114. Budu.txt
115. Satar,https://ms.wikipedia.org/wiki/Sata,115. Satar.txt
116. Tempoyak,https://ms.wikipedia.org/wiki/Tempoyak,116. Tempoyak.txt
117. Otak,https://ms.wikipedia.org/wiki/Otak-otak,117. Otak.txt
118. Roti jala,https://ms.wikipedia.org/wiki/Roti_Jala,118. Roti jala.txt
119. Lontong,https://ms.wikipedia.org/wiki/Lontong,119. Lontong.txt
120. Pecal,https://ms.wikipedia.org/wiki/Pecal,120. Pecal.txt
121. Buras,https://ms.wikipedia.org/wiki/Burasak,121. Buras.txt
122. Ketupat,https://ms.wikipedia.org/wiki/Ketupat,122. Ketupat.txt
123. Lemang,https://ms.wikipedia.org/wiki/Lemang,123. Lemang.txt
124. Wajik,https://ms.wikipedia.org/wiki/Wajik,124. Wajik.txt
125. Dodol,https://ms.wikipedia.org/wiki/Dodol,125. Dodol.txt
126. Senarai Permainan Tradisional Melayu yang Popular,https://infopelajar.com.my/senarai-permainan-tradisional/,126. Senarai Permainan Tradisional Melayu yang Popular.txt
127. 22 Permainan Tradisional Menarik di Malaysia | Blissbies,https://blissbies.com/my/blog/permainan-tradisional-melayu/,127. 22 Permainan Tradisional Menarik di Malaysia  Blissbies.txt
128. Congkak,https://ms.wikipedia.org/wiki/Congkak,128. Congkak.txt
129. Gasing,https://ms.wikipedia.org/wiki/Gasing,129. Gasing.txt
130. Wau bulan,https://ms.wikipedia.org/wiki/Wau_bulan,130. Wau bulan.txt
131. Resipi Muzik Saya: Alat,https://janecheahblogger.blogspot.com/p/alat-alat-muzik-tradisional.html,131. Resipi Muzik Saya Alat.txt
133. Kompang,https://ms.wikipedia.org/wiki/Kompang,133. Kompang.txt
134. Gong,https://ms.wikipedia.org/wiki/Gong,134. Gong.txt
135. Rebana,https://ms.wikipedia.org/wiki/Rebana,135. Rebana.txt
136. Gambus,https://ms.wikipedia.org/wiki/Gambus,136. Gambus.txt
138. Hari Raya Aidilfitri,https://ms.wikipedia.org/wiki/Hari_Raya_Aidilfitri,138. Hari Raya Aidilfitri.txt
139. Hari Raya Aidiladha,https://ms.wikipedia.org/wiki/Hari_Raya_Haji,139. Hari Raya Aidiladha.txt
140. Tarian Tradisional Melayu: Sejarah & Jenis Tarian,https://ecentral.my/tarian-tradisional-melayu/,140. Tarian Tradisional Melayu Sejarah  Jenis Tarian.txt
141. TARIAN – TARIAN TRADISIONAL DI MALAYSIA – Unique of malaysia,https://uniqueofmalaysia.home.blog/2018/11/23/tarian-tarian-tradisional-di-malaysia/,141. TARIAN  TARIAN TRADISIONAL DI MALAYSIA  Unique of malaysia.txt
143. 12 Persembahan kebudayaan anda perlu tahu,https://baskl.com.my/12-persembahan-kebudayaan-anda-perlu-tahu/,143. 12 Persembahan kebudayaan anda perlu tahu.txt
144. Keris,https://ms.wikipedia.org/wiki/Keris,144. Keris.txt
145. Tarian Inai,https://ms.wikipedia.org/wiki/Tarian_Inai,145. Tarian Inai.txt
146. Tarian Ceracap Inai,https://ms.wikipedia.org/wiki/Tarian_Ceracap_Inai,146. Tarian Ceracap Inai.txt
147. Tarian Piring,https://ms.wikipedia.org/wiki/Tarian_Piring,147. Tarian Piring.txt
148. Islam,https://ms.wikipedia.org/wiki/Islam,148. Islam.txt
149. Sejarah Islam,https://ms.wikipedia.org/wiki/Sejarah_Islam,149. Sejarah Islam.txt
150. Islam di Malaysia,https://ms.wikipedia.org/wiki/Islam_di_Malaysia,150. Islam di Malaysia.txt
151. Bahasa Melayu,https://ms.wikipedia.org/wiki/Bahasa_Melayu,151. Bahasa Melayu.txt
152. Bahasa Melayu Malaysia,https://ms.wikipedia.org/wiki/Bahasa_Melayu_Malaysia,152. Bahasa Melayu Malaysia.txt
153. Congsam,https://id.wikipedia.org/wiki/Congsam,153. Congsam.txt
155. Hanfu,https://ms.wikipedia.org/wiki/Hanfu,155. Hanfu.txt
156. Bahasa Hokkien,https://ms.wikipedia.org/wiki/Bahasa_Hokkien,156. Bahasa Hokkien.txt
157. Bahasa Hakka,https://ms.wikipedia.org/wiki/Bahasa_Hakka,157. Bahasa Hakka.txt
158. Bahasa Kantonis,https://ms.wikipedia.org/wiki/Bahasa_Kantonis,158. Bahasa Kantonis.txt
159. Bahasa Hainan,https://ms.wikipedia.org/wiki/Bahasa_Hainan,159. Bahasa Hainan.txt
160. Loghat Fuzhou,https://ms.wikipedia.org/wiki/Loghat_Fuzhou,160. Loghat Fuzhou.txt
161. Kuih Bakul Lambang Kesucian Hati,https://dewanbudaya.jendeladbp.my/2024/05/05/8918/,161. Kuih Bakul Lambang Kesucian Hati.txt
162. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/825/pengenalan,162. Perincian Seni Budaya.txt
163. Lo mai gai,https://ms.wikipedia.org/wiki/Lo_mai_gai,163. Lo mai gai.txt
164. Dimsum,https://id.wikipedia.org/wiki/Dimsum,164. Dimsum.txt
165. Xiangqi,https://ms.wikipedia.org/wiki/Xiangqi,165. Xiangqi.txt
166. Mahyong,https://id.wikipedia.org/wiki/Mahyong,166. Mahyong.txt
167. Erhu,https://id.wikipedia.org/wiki/Erhu,167. Erhu.txt
168. Liuqin,https://malay.cri.cn/741/2008/12/29/121s93600.htm,168. Liuqin.txt
169. Pipa (alat musik),https://id.wikipedia.org/wiki/Pipa_(alat_musik),169. Pipa (alat musik).txt
170. Tahun Baru Cina,https://ms.wikipedia.org/wiki/Tahun_Baru_Cina,170. Tahun Baru Cina.txt
171. Cap Goh Mei,https://ms.wikipedia.org/wiki/Cap_Goh_Mei,171. Cap Goh Mei.txt
172. Perayaan Kuih Bulan,https://ms.wikipedia.org/wiki/Perayaan_Kuih_Bulan,172. Perayaan Kuih Bulan.txt
173. Pesta Tanglung,https://ms.wikipedia.org/wiki/Pesta_Tanglung,173. Pesta Tanglung.txt
174. Perayaan Duan Wu,https://ms.wikipedia.org/wiki/Perayaan_Duan_Wu,174. Perayaan Duan Wu.txt
175. Titik balik matahari musim dingin,https://id.wikipedia.org/wiki/Titik_balik_matahari_musim_dingin,175. Titik balik matahari musim dingin.txt
176. Perincian Seni Budaya,https://pemetaanbudaya.jkkn.gov.my/senibudaya/detail/708/pengenalan,176. Perincian Seni Budaya.txt
177. Tarian singa,https://ms.wikipedia.org/wiki/Tarian_singa,177. Tarian singa.txt
178. Tari Payung,https://id.wikipedia.org/wiki/Tari_Payung,178. Tari Payung.txt
179. Tarian naga,https://ms.wikipedia.org/wiki/Tarian_naga,179. Tarian naga.txt
180. Buddha,https://bjn.wikipedia.org/wiki/Buddha,180. Buddha.txt
181. Taoisme,https://ms.wikipedia.org/wiki/Taoisme,181. Taoisme.txt
182. Kristian,https://ms.wikipedia.org/wiki/Kristian,182. Kristian.txt
183. Bahasa Mandarin,https://ms.wikipedia.org/wiki/Bahasa_Mandarin,183. Bahasa Mandarin.txt
184. Bahasa Hokkien,https://ms.wikipedia.org/wiki/Bahasa_Hokkien,184. Bahasa Hokkien.txt
185. Bahasa Hakka,https://ms.wikipedia.org/wiki/Bahasa_Hakka,185. Bahasa Hakka.txt
186. Bahasa Kantonis,https://ms.wikipedia.org/wiki/Bahasa_Kantonis,186. Bahasa Kantonis.txt
187. Bahasa Teochew,https://ms.wikipedia.org/wiki/Bahasa_Teochew,187. Bahasa Teochew.txt
188. Orang India Malaysia,https://ms.wikipedia.org/wiki/Orang_India_Malaysia,188. Orang India Malaysia.txt
189. Sari,https://ms.wikipedia.org/wiki/Sari,189. Sari.txt
190. Serban,https://ms.wikipedia.org/wiki/Serban,190. Serban.txt
191. Kurta,https://id.wikipedia.org/wiki/Kurta,191. Kurta.txt
192. Dhoti,https://ms.wikipedia.org/wiki/Dhoti,192. Dhoti.txt
193. Sarung,https://ms.wikipedia.org/wiki/Sarung,193. Sarung.txt
195. Tosai,https://ms.wikipedia.org/wiki/Tosai,195. Tosai.txt
196. Idli,https://ms.wikipedia.org/wiki/Idli,196. Idli.txt
197. Muruku,https://ms.wikipedia.org/wiki/Muruku,197. Muruku.txt
198. Rava Kesari Recipe (Kesari Recipe),https://www.indianhealthyrecipes.com/rava-kesari/,198. Rava Kesari Recipe (Kesari Recipe).txt
199. Apam,https://ms.wikipedia.org/wiki/Apam,199. Apam.txt
200. Laddu,https://id.wikipedia.org/wiki/Laddu,200. Laddu.txt
201. Putu mayam,https://ms.wikipedia.org/wiki/Putu_mayam,201. Putu mayam.txt
202. Naan,https://id.wikipedia.org/wiki/Naan,202. Naan.txt
203. Nasi daun pisang,https://ms.wikipedia.org/wiki/Nasi_daun_pisang,203. Nasi daun pisang.txt
204. Panipuri,https://ms.wikipedia.org/wiki/Panipuri,204. Panipuri.txt
205. Vadai,https://ms.wikipedia.org/wiki/Vadai,205. Vadai.txt
206. Kho,https://ms.wikipedia.org/wiki/Kho-kho,206. Kho.txt
207. Chaturanga,https://ms.wikipedia.org/wiki/Chaturanga,207. Chaturanga.txt
208. Kabaddi,https://id.wikipedia.org/wiki/Kabaddi,208. Kabaddi.txt
209. Vina,https://id.wikipedia.org/wiki/Vina,209. Vina.txt
210. Sitar,https://ms.wikipedia.org/wiki/Sitar,210. Sitar.txt
211. Damaru,https://id.wikipedia.org/wiki/Damaru,211. Damaru.txt
213. Tabla,https://ms.wikipedia.org/wiki/Tabla,213. Tabla.txt
214. Tambura | PENDIDIKAN SIVIK TINGKATAN 2,https://subjeksivik.wordpress.com/alat-muzik/tradisional-india/tempura/,214. Tambura  PENDIDIKAN SIVIK TINGKATAN 2.txt
215. Muzik Karnatak: Peralatan Dalam Persembahan,https://azharhusin.blogspot.com/2008/07/persembahan-klasik.html,215. Muzik Karnatak Peralatan Dalam Persembahan.txt
216. Hari Deepavali,https://iba.wikipedia.org/wiki/Hari_Deepavali,216. Hari Deepavali.txt
217. Thaipusam,https://ms.wikipedia.org/wiki/Thaipusam,217. Thaipusam.txt
218. Hari Thaiponggal,https://ms.wikipedia.org/wiki/Hari_Thaiponggal,218. Hari Thaiponggal.txt
219. Onam,https://ms.wikipedia.org/wiki/Onam,219. Onam.txt
220. Hari Durga Puja,https://ms.wikipedia.org/wiki/Hari_Durga_Puja,220. Hari Durga Puja.txt
221. Parchu Bhogi,https://ms.wikipedia.org/wiki/Parchu_Bhogi,221. Parchu Bhogi.txt
222. Puthandu,https://ms.wikipedia.org/wiki/Puthandu,222. Puthandu.txt
223. Srimpi,https://id.wikipedia.org/wiki/Srimpi,223. Srimpi.txt
224. Bharathanatayam,https://ms.wikipedia.org/wiki/Bharathanatayam,224. Bharathanatayam.txt
226. Kathakali,https://ms.wikipedia.org/wiki/Kathakali,226. Kathakali.txt
227. Hinduisme,https://ms.wikipedia.org/wiki/Hinduisme,227. Hinduisme.txt
228. Kristian,https://ms.wikipedia.org/wiki/Kristian,228. Kristian.txt
229. Bahasa Telugu,https://ms.wikipedia.org/wiki/Bahasa_Telugu,229. Bahasa Telugu.txt
230. Bahasa Tamil,https://ms.wikipedia.org/wiki/Bahasa_Tamil,230. Bahasa Tamil.txt
231. Bahasa Hindi,https://ms.wikipedia.org/wiki/Bahasa_Hindi,231. Bahasa Hindi.txt
232. Bahasa Malayalam,https://ms.wikipedia.org/wiki/Bahasa_Malayalam,232. Bahasa Malayalam.txt
